date,portfolio_value,invested,total_pnl,daily_pnl_change,daily_return,drawdown_pct
2026-01-26,6591.5560000000005,6525.632000000001,65.92399999999907,3.2500000000009095,0.0005074503469595577,0.0
2026-01-27,6697.210499999998,6629.419500000001,67.79099999999744,1.8669999999983702,0.0002861025568095734,0.0
2026-01-28,6844.455000000001,6734.333500000002,110.12149999999929,42.33050000000185,0.006385249869917244,0.0
2026-01-29,7014.509999999997,6839.942000000002,174.56799999999475,64.44649999999547,0.009569840875863284,0.0
2026-01-30,7097.546999999996,6945.368999999999,152.17799999999716,-22.3899999999976,-0.003273419569931674,0.0
2026-01-31,7260.167499999999,7053.4755000000005,206.6919999999982,54.51400000000103,0.007848971019394512,0.0
2026-02-01,7341.076000000001,7161.921000000005,179.1549999999961,-27.53700000000208,-0.003904032841682385,0.0
2026-02-02,7471.584500000004,7287.855500000009,183.7289999999948,4.573999999998705,0.0006386554668780487,0.0
2026-02-03,7503.534000000001,7397.084000000005,106.44999999999527,-77.27899999999954,-0.010603805193448121,0.0
2026-02-04,7601.170499999999,7533.583999999999,67.58650000000034,-38.86349999999493,-0.005253894642807206,0.0
2026-02-05,7733.505499999999,7678.232000000004,55.27349999999569,-12.31300000000465,-0.0016344146424868498,0.0
2026-02-06,7928.263500000002,7829.194000000002,99.0694999999996,43.796000000003914,0.005703917255952137,0.0
2026-02-07,8057.469499999999,7971.917000000002,85.55249999999705,-13.517000000002554,-0.001726486787784611,0.0
2026-02-08,8168.146499999998,8113.811000000002,54.33549999999559,-31.217000000001462,-0.003915871176280618,0.0
2026-02-09,8311.975000000002,8266.1005,45.87450000000172,-8.460999999993874,-0.0010427898801184635,0.0
2026-02-10,8496.396,8426.524499999998,69.87150000000292,23.997000000001208,0.002903061727836627,0.0
2026-02-11,8679.272500000003,8579.135000000004,100.13749999999891,30.265999999995984,0.003591753634608906,0.0
2026-02-12,8807.6425,8742.3285,65.3140000000003,-34.8234999999986,-0.0040590922045169574,0.0
2026-02-13,9039.853999999994,8940.253,99.60099999999329,34.286999999992986,0.003921952829843101,0.0
2026-02-14,9262.235500000006,9229.354000000005,32.881500000001324,-66.71949999999197,-0.0074628201237696475,0.0
2026-02-15,9527.534999999989,9515.954500000002,11.580499999987296,-21.301000000014028,-0.0023079621824034506,0.0
2026-02-16,9904.552,9802.9495,101.60249999999905,90.02200000001176,0.009460112487928746,0.0
2026-02-17,10197.630000000008,10094.173000000003,103.45700000000579,1.8545000000067375,0.00018917775716448783,0.0
2026-02-18,10500.713499999993,10384.090500000002,116.6229999999905,13.165999999984706,0.0013043168568623407,0.0
2026-02-19,10793.452999999998,10675.556000000006,117.89699999999175,1.2740000000012515,0.0001226876826623623,0.0
2026-02-20,11133.609499999997,10968.740000000009,164.86949999998797,46.97249999999622,0.004400005020815421,0.0
2026-02-21,11275.506999999998,11114.289499999999,161.21749999999884,-3.6519999999891297,-0.00033294617248554774,0.0
2026-02-22,11488.152999999997,11402.566500000014,85.58649999998306,-75.63100000001577,-0.006804843440511045,0.0
2026-02-23,11709.00799999999,11688.804000000007,20.203999999983353,-65.38249999999971,-0.0057340161094433986,0.0
2026-02-24,12104.718000000004,11981.5545,123.1635000000042,102.95950000002085,0.00880838621299671,0.0
2026-02-25,12246.358499999991,12275.656500000005,-29.298000000013417,-152.46150000001762,-0.012724684430556788,0.0
2026-02-26,12693.212000000003,12575.019500000004,118.1924999999992,147.49050000001262,0.012014876760360031,0.0
2026-02-27,12955.618,12876.158500000005,79.45949999999539,-38.73300000000381,-0.0030801542693435825,0.0
2026-02-28,13085.888499999988,13173.302000000003,-87.41350000001512,-166.8730000000105,-0.012959843574464421,0.0
2026-03-01,13335.648500000005,13458.006500000009,-122.35800000000381,-34.94449999998869,-0.002652675843914357,0.0
2026-03-02,13572.655500000006,13741.757500000005,-169.10199999999895,-46.74399999999514,-0.0034733227391438035,0.0
2026-03-03,13962.588000000007,14028.395500000004,-65.80749999999716,103.29450000000179,0.0075168332726000845,0.0
2026-03-04,14370.215499999991,14319.27000000001,50.94549999998162,116.75299999997878,0.008322619646700063,0.0
2026-03-05,14676.923499999986,14610.687000000009,66.23649999997724,15.29099999999562,0.001067861699653377,0.0
2026-03-06,15100.187500000004,14902.5155,197.67200000000412,131.43550000002688,0.008995846670319253,0.0
2026-03-07,15364.778000000006,15192.907500000005,171.8705000000009,-25.801500000003216,-0.001731351998929524,0.0
2026-03-08,15644.926999999998,15483.711999999994,161.21500000000378,-10.655499999997119,-0.0007013469936545797,0.0
2026-03-09,15830.229,15774.257999999994,55.971000000005006,-105.24399999999878,-0.006797078116668588,0.0
2026-03-10,16223.626499999993,16067.402500000004,156.22399999998925,100.25299999998424,0.006355481189668907,0.0
2026-03-11,16712.0445,16365.782500000012,346.2619999999879,190.03799999999865,0.011827549599258412,0.0
2026-03-12,16792.75049999999,16660.9635,131.78699999998935,-214.47499999999854,-0.01310508678702032,0.0
2026-03-13,16997.453500000003,16943.18450000001,54.26899999999296,-77.51799999999639,-0.0046526720978649514,0.0
2026-03-14,17204.24000000001,17134.831000000006,69.40900000000329,15.140000000010332,0.0008935746405883925,0.0
2026-03-15,17583.444499999998,17423.567000000003,159.87749999999505,90.46849999999176,0.005279801125554827,0.0
2026-03-16,17886.276999999995,17705.639500000005,180.6374999999898,20.75999999999476,0.0011914896645442783,0.0
2026-03-17,18159.442499999994,17999.324000000008,160.11849999998594,-20.51900000000387,-0.001158896294031281,0.0
2026-03-18,18615.913499999995,18296.026500000004,319.88699999999153,159.7685000000056,0.0088763611344518,0.0
2026-03-19,18977.470000000005,18606.946500000005,370.52349999999933,50.6365000000078,0.00276762279503737,0.0
2026-03-20,19250.702999999983,18921.821500000002,328.8814999999813,-41.642000000018015,-0.0022379813904456597,0.0
2026-03-21,19626.99100000001,19240.319500000016,386.6714999999931,57.79000000001179,0.0030541457121351545,0.0
2026-03-22,19935.632499999992,19557.059500000003,378.5729999999894,-8.098500000003696,-0.0004209129687271404,0.0
2026-03-23,20334.46050000001,19875.207500000004,459.25300000000425,80.68000000001484,0.00412536455186501,0.0
2026-03-24,20306.925499999994,20074.114000000016,232.81149999997797,-226.44150000002628,-0.011393164071370135,-0.13541052638212062
2026-03-25,20712.67250000001,20385.31100000001,327.3615000000027,94.55000000002474,0.004710045982603499,0.0
2026-03-26,21180.143500000002,20699.446000000007,480.69749999999476,153.33599999999205,0.007521886715389919,0.0
2026-03-27,21439.832499999993,20893.666,546.1664999999921,65.46899999999732,0.003162838271130411,0.0
2026-03-28,21862.049500000012,21212.75300000001,649.2965000000004,103.1300000000083,0.004935945659321265,0.0
2026-03-29,22135.04,21530.671999999984,604.3680000000168,-44.928499999983615,-0.002117994774180588,0.0
2026-03-30,22222.197999999997,21838.66900000001,383.5289999999877,-220.83900000002905,-0.010256948784507478,0.0
2026-03-31,22619.400500000007,22148.640000000007,470.7605000000003,87.2315000000126,0.003994359729524385,0.0
2026-04-01,22664.479499999987,22393.14750000002,271.3319999999658,-199.42850000003455,-0.009004096865542738,0.0
2026-04-02,22733.703999999998,22472.27600000001,261.42799999998897,-9.903999999976804,-0.0004422781567431195,0.0
2026-04-03,23928.31999999998,22726.36949999999,1201.9504999999917,940.5225000000028,0.04185256980645852,0.0
2026-04-04,24116.97749999999,22977.747499999976,1139.2300000000141,-62.72049999997762,-0.0027598116804348205,0.0
2026-04-05,24497.976499999975,23228.755,1269.2214999999742,129.99149999996007,0.005657277764061086,0.0
2026-04-06,24349.698999999993,23475.87499999998,873.8240000000114,-395.39749999996275,-0.017021898074174133,-0.6052642756024446
2026-04-07,24458.668,23611.05849999998,847.6095000000205,-26.21449999999095,-0.0011166569936154017,-0.16045610950754957
2026-04-08,24972.24049999999,23855.76849999999,1116.471999999998,268.86249999997744,0.011387143020291854,0.0
2026-04-09,24760.81799999998,24107.548000000006,653.269999999975,-463.20200000002296,-0.01941677125178437,-0.8466300811094942
2026-04-10,25089.903499999982,24373.375500000006,716.5279999999766,63.25800000000163,0.0026239914569495667,0.0
2026-04-11,25426.18549999997,24640.355999999992,785.829499999978,69.3015000000014,0.0028433279584110694,0.0
2026-04-12,25972.87749999998,24912.28099999999,1060.5964999999887,274.76700000001074,0.011151097005254747,0.0
2026-04-13,26001.56149999998,25181.17749999999,820.3839999999909,-240.21249999999782,-0.009642332631042413,0.0
2026-04-14,26190.086499999965,25444.816000000003,745.2704999999623,-75.11350000002858,-0.0029829224626222745,0.0
2026-04-15,26644.71549999998,25709.684999999994,935.0304999999862,189.76000000002387,0.0074577076918152544,0.0
2026-04-16,27293.831999999988,25980.15399999999,1313.6779999999962,378.64750000001004,0.014727815607231676,0.0
2026-04-17,27594.52249999999,26249.35499999999,1345.1674999999996,31.489500000003318,0.001212059789945946,0.0
2026-04-18,27706.42149999997,26516.295,1190.126499999973,-155.04100000002654,-0.005906468939904489,0.0
2026-04-19,28137.88049999998,26787.43249999998,1350.4480000000003,160.3215000000273,0.006046150112601603,0.0
2026-04-20,28591.823499999977,27060.787499999988,1531.0359999999891,180.58799999998882,0.006741519553991931,0.0
2026-04-21,28733.998,27332.279000000006,1401.7189999999937,-129.31699999999546,-0.004778759672089939,0.0
2026-04-22,29194.031499999994,27607.097,1586.934499999992,185.21549999999843,0.006776438217976568,0.0
2026-04-23,29418.837499999987,27882.003999999994,1536.8334999999934,-50.10099999999875,-0.0018147869730743057,0.0
2026-04-24,29607.99699999999,28156.446499999976,1451.550500000012,-85.28299999998126,-0.0030587112748416963,0.0
2026-04-25,29812.505999999983,28429.31949999998,1383.1865000000034,-68.36400000000867,-0.0024280052527228084,0.0
2026-04-26,30025.824500000002,28701.916499999978,1323.908000000025,-59.27849999997852,-0.0020851184988785456,0.0
2026-04-27,30143.56349999999,28973.060499999985,1170.5030000000042,-153.40500000002066,-0.005344765043826282,0.0
2026-04-28,30317.060999999976,29242.00099999999,1075.0599999999868,-95.44300000001749,-0.003294198070653169,0.0
2026-04-29,30103.09899999997,29504.102999999977,598.9959999999919,-476.06399999999485,-0.01628014444018366,-0.7057478295802057
2026-04-30,30042.023499999974,29762.017999999985,280.0054999999884,-318.9905000000035,-0.010811733540924927,-0.9072037028919209
2026-05-01,31026.58049999997,30020.918499999974,1005.6619999999966,725.6565000000082,0.024381965631497454,0.0
